,index,Count
9908,$100311.05.THE  CONTRACTOR,1
9909,$99559.85  FUNDING  TASK,1
9910,ORDER  AMOUNT  $74833.00.THE,1
9911,AMOUNT  $74833.00.  MODIFICATION,1
9912,AMOUNT  $74833.00.THE,1
9913,AMOUNT  $74833.00.THE  CONTRACTOR,1
9914,CEILING  $74833.00,1
9915,CEILING  $74833.00  TASK,1
9916,FUNDING  CEILING  $74833.00,1
9917,ORDER  AMOUNT  $74833.00.,1
9918,$8724.63).,1
9919,$100311.05.THE  CONTRACTOR  FUNDING,1
9920,$8724.63).  CONTRACTOR,1
9921,$8724.63).  CONTRACTOR  FUNDING,1
9922,$90835.22;,1
9923,$90835.22;  FUNDING,1
9924,$90835.22;  FUNDING  TASK,1
9925,$99559.85,1
9926,$99559.85  FUNDING,1
9927,AMOUNT  $74833.00.,1
9928,$74833.00.THE  CONTRACTOR  FUNDING,1
9929,$74833.00.THE  CONTRACTOR,1
9930,$74833.00.THE,1
9931,AMOUNT  $100311.05.,1
9932,AMOUNT  $100311.05.  MODIFICATION,1
9933,AMOUNT  $100311.05.THE,1
9934,AMOUNT  $100311.05.THE  CONTRACTOR,1
9935,CEILING  $100311.05,1
9936,CEILING  $100311.05  TASK,1
9937,FUNDING  CEILING  $100311.05,1
9938,ORDER  AMOUNT  $100311.05.,1
9939,ORDER  AMOUNT  $100311.05.THE,1
9940,$74833.00,1
9941,$74833.00  TASK,1
9942,$74833.00  TASK  ORDER,1
9943,$74833.00.,1
9944,$74833.00.  MODIFICATION,1
9945,$74833.00.  MODIFICATION  FUNDS,1
9946,PERIOD  I  OPTION,1
9947,TECHNICAL  13,1
9948,SERVICES  (FRS)  2345-TETRABROMOPHTHALATE,1
9949,SITE  MASSENA  2015,1
9950,WORK  SERVICES  PROVIDE,1
9951,2015  WORK,1
9952,MASSENA,1
9953,MASSENA  2015,1
9954,MASSENA  2015  WORK,1
9955,SERVICES  OVERSIGHT  SUPERFUND,1
9956,SITE  MASSENA,1
9957,SUPERFUND  SITE  MASSENA,1
9958,SUPERFUND  ALL  WORK,1
9959,MODIFICATION  ORDER  WORK,1
9960,NASSAU,1
9961,NASSAU  COUNTY,1
9962,NASSAU  COUNTY  5,1
9963,ADDITIONAL  $299335.34  TASK,1
9964,ORDER  WORK  FUNDING,1
9965,SITE  NASSAU,1
9966,SUPPORT  SUPERFUND  ALL,1
9967,SERVICES  PROVIDE  REMEDIAL,1
9968,COUNTY  JERSEY  11,1
9969,WORK  TASK  TASK,1
9970,ORDER  OVERSIGHT  SUPERFUND,1
9971,MAINTENANCE  CONTRACT  TASK,1
9972,SITE  SITE  TOWNSHIP,1
9973,SUPERFUND  SITE  SITE,1
9974,FUNDING  AMOUNT  $35274.08,1
9975,AMOUNT  $35274.08,1
9976,$35274.08,1
9977,MODIFICATION  FUNDING  TASK,1
9978,REMEDIAL  SUPPORT  SUPERFUND,1
9979,FUNDING  AMOUNT  $33649;,1
9980,AMOUNT  $33649;  B,1
9981,AMOUNT  $33649;,1
9982,MODIFICATION  OVERSIGHT,1
9983,MODIFICATION  OVERSIGHT  SERVICES,1
9984,OVERSIGHT  SERVICES,1
9985,ALL  WORK  WORK,1
9986,SITE  NASSAU  COUNTY,1
9987,SUPERFUND  SITE  NASSAU,1
9988,WORK  FUNDING  ALL,1
9989,ORDER  WORK  REGION,1
9990,$33649;,1
9991,$299335.34  TASK  SERVICES,1
9992,$299335.34  TASK,1
9993,$299335.34,1
9994,FUNDING  AMOUNT  $32351.90.,1
9995,F&O  MODIFICATION  TASK,1
9996,FUNDING  ORDER  WORK,1
9997,AMOUNT  $32351.90.  TASK,1
9998,03  06,1
9999,F&O  MODIFICATION  WORK,1
10000,AMOUNT  $32351.90.,1
10001,$32351.90.  TASK  ORDER,1
10002,$32351.90.  TASK,1
10003,$32351.90.,1
10004,FUNDING  AMOUNT  $42399;,1
10005,ACTIVITIES  REMEDIAL,1
10006,$33649;  B,1
10007,$33649;  B  CEILING,1
10008,$3727834.00.  ADDITIONAL  $299335.34,1
10009,ADDITIONAL  $299335.34,1
10010,03  06  2014,1
10011,06  2014,1
10012,06  2014  REMEDIAL,1
10013,2014  REMEDIAL,1
10014,2014  REMEDIAL  SERVICES,1
10015,MODIFICATION  WORK  03,1
10016,SITE  DENVER,1
10017,SUPERFUND  SITE  DENVER,1
10018,WORK  03,1
10019,WORK  03  06,1
10020,FUNDING  MODIFICATION  OBLIGATE,1
10021,MODIFICATION  OBLIGATE  ADDITIONAL,1
10022,OBLIGATE  CONTRACT,1
10023,OBLIGATE  CONTRACT  TASK,1
10024,ORDER  OBLIGATE  CONTRACT,1
10025,PURPOSE  MODIFICATION  SUPERFUND,1
10026,MANUFACTURERS  MONITORING  PURPOSE,1
10027,ACTION  REMEDIAL  SUPERFUND,1
10028,W912DQ-11-D-3004  TASK  ORDER,1
10029,5  FUNDS  WORK,1
10030,$74335.34  TASK,1
10031,COUNTY  JERSEY  9,1
10032,FUNDS  WORK  W912DQ-11-D-3004,1
10033,JERSEY  9,1
10034,MODIFICATION  WORK  5,1
10035,W912DQ-11-D-3004  TASK,1
10036,WORK  5,1
10037,OVERSIGHT  4,1
10038,WORK  5  FUNDS,1
10039,WORK  W912DQ-11-D-3004,1
10040,WORK  W912DQ-11-D-3004  TASK,1
10041,$74335.34,1
10042,$3727834.00.  ADDITIONAL  $74335.34,1
10043,$225000;  B  CEILING,1
10044,MODIFICATION  ORDER  FUNDING,1
10045,5  FUNDS,1
10046,$74335.34  TASK  SERVICES,1
10047,ADDITIONAL  $74335.34,1
10048,SUPERFUND  SITE  04,1
10049,PROJECT  TOWNSHIP,1
10050,PROJECT  TOWNSHIP  COUNTY,1
10051,SERVICES  SERVICES  SUPERFUND,1
10052,FUNDING  AMOUNT  $225000;,1
10053,SITE  CONSTRUCTION,1
10054,SITE  CONSTRUCTION  SUPPORT,1
10055,SUPERFUND  SITE  CONSTRUCTION,1
10056,SUPPORT  PROJECT,1
10057,SUPPORT  PROJECT  TOWNSHIP,1
10058,WORK  SERVICES  SERVICES,1
10059,AMOUNT  $225000;  B,1
10060,WORK  WORK  WORK,1
10061,AMOUNT  $225000;,1
10062,ADDITIONAL  $74335.34  TASK,1
10063,SITE  04,1
10064,ORDER  FUNDING  ALL,1
10065,RESPONSE  OVERSIGHT,1
10066,FUNDING  MODIFICATION  FUNDS,1
10067,2  TOWNSHIP  COUNTY,1
10068,TOWNSHIP  COUNTY  5,1
10069,COUNTY  4,1
10070,TOWNSHIP  COUNTY  4,1
10071,04  SUPPORT,1
10072,04  SUPPORT  ACTIVITIES,1
10073,MONITORING  PURPOSE,1
10074,2  TOWNSHIP,1
10075,AMOUNT  WORK  04,1
10076,RESPONSE  OVERSIGHT  4,1
10077,SITE  2,1
10078,SITE  2  TOWNSHIP,1
10079,SUPERFUND  SITE  2,1
10080,WORK  04,1
10081,WORK  04  SUPPORT,1
10082,ADDITIONAL  WORK  SERVICES,1
10083,WORK  SERVICES  SUPERFUND,1
10084,SUPPORT  SERVICES  REMEDIAL,1
10085,SUPERFUND  SITE  CHEHALIS,1
10086,SITE  CHEHALIS,1
10087,MONITORING  PURPOSE  MODIFICATION,1
10088,SERVICES  RESPONSE,1
10089,SERVICES  RESPONSE  OVERSIGHT,1
10090,WORK  SERVICES  RESPONSE,1
10091,FUNDING  WORK  SERVICES,1
10092,$225000;  B,1
10093,OVERSIGHT  SUPPORT  REMEDY,1
10094,REMEDY,1
10095,REMEDY  SUPERFUND,1
10096,REMEDY  SUPERFUND  SITE,1
10097,$225000;,1
10098,SERVICES  OVERSIGHT  SUPPORT,1
10099,SUPPORT  REMEDY,1
10100,SUPPORT  REMEDY  SUPERFUND,1
10101,CHEHALIS,1
10102,REMEDIAL  SUPPORT  SERVICES,1
10103,SITE  ACTIVITIES  REMEDIAL,1
10104,SUPERFUND  SITE  ACTIVITIES,1
10105,AMOUNT  $42399;  B,1
10106,AMOUNT  $2444716.00.  OBLIGATE,1
10107,$2444716.00.,1
10108,$2444716.00.  OBLIGATE,1
10109,$2444716.00.  OBLIGATE  OPTION,1
10110,$2950000.00.,1
10111,$2950000.00.  ALL,1
10112,$2950000.00.  ALL  TERMS,1
10113,AMOUNT  $2444716.00.,1
10114,AMOUNT  $2950000.00.,1
10115,$139948;,1
10116,AMOUNT  $2950000.00.  ALL,1
10117,MODIFICATION  $1000000.00,1
10118,MODIFICATION  $1000000.00  WORK,1
10119,PURPOSE  MODIFICATION  $1000000.00,1
10120,WORK  AMOUNT  $2444716.00.,1
10121,WORK  AMOUNT  $2950000.00.,1
10122,WORK  OBLIGATE  OPTION,1
10123,$1000000.00  WORK  WORK,1
10124,$1000000.00  WORK,1
10125,$1000000.00,1
10126,WORK  AMOUNT  $35000.00;,1
10127,AMOUNT  $157462.00.,1
10128,AMOUNT  $157462.00.  FUNDS,1
10129,AMOUNT  $157462.00;,1
10130,AMOUNT  $157462.00;  OPTION,1
10131,AMOUNT  $35000.00;,1
10132,AMOUNT  $35000.00;  OPTION,1
10133,FUNDS  AMOUNT  $157462.00.,1
10134,FUNDS  FUNDS  AMOUNT,1
10135,FUNDS  MODIFICATION,1
10136,FUNDS  SITE  AMOUNT,1
10137,FUNDS  WORK  OPTION,1
10138,PERIOD  FUNDS  FUNDS,1
10139,PERIOD  FUNDS  SITE,1
10140,SITE  AMOUNT,1
10141,SITE  AMOUNT  $157462.00;,1
10142,WORK  WORK  OBLIGATE,1
10143,$139948;  OBLIGATE,1
10144,$35000.00;  OPTION,1
10145,AMOUNT  $9378.63;  OBLIGATE,1
10146,AMOUNT  $50000;,1
10147,AMOUNT  $50000;  OBLIGATE,1
10148,AMOUNT  $88620;,1
10149,AMOUNT  $88620;  OBLIGATE,1
10150,AMOUNT  $90000.,1
10151,AMOUNT  $90000.  ALL,1
10152,AMOUNT  $9378.63;,1
10153,WORK  AMOUNT  $139948;,1
10154,$139948;  OBLIGATE  OPTION,1
10155,WORK  AMOUNT  $260052;,1
10156,WORK  AMOUNT  $50000;,1
10157,WORK  AMOUNT  $88620;,1
10158,WORK  AMOUNT  $90000.,1
10159,WORK  AMOUNT  $9378.63;,1
10160,$120610;,1
10161,$120610;  OBLIGATE,1
10162,AMOUNT  $260052;  OBLIGATE,1
10163,AMOUNT  $260052;,1
10164,AMOUNT  $139948;  OBLIGATE,1
10165,AMOUNT  $139948;,1
10166,$260052;,1
10167,$260052;  OBLIGATE,1
10168,$260052;  OBLIGATE  OPTION,1
10169,$50000;,1
10170,$50000;  OBLIGATE,1
10171,$50000;  OBLIGATE  OPTION,1
10172,$88620;,1
10173,$88620;  OBLIGATE,1
10174,$88620;  OBLIGATE  OPTION,1
10175,$90000.,1
10176,$90000.  ALL,1
10177,$90000.  ALL  TERMS,1
10178,$9378.63;,1
10179,$9378.63;  OBLIGATE,1
10180,$9378.63;  OBLIGATE  OPTION,1
10181,$35000.00;  OPTION  PERIOD,1
10182,$35000.00;,1
10183,AMOUNT  $42399;,1
10184,REMEDIAL  OVERSIGHT  MODIFICATION,1
10185,1  F&O  OVERSIGHT,1
10186,F&O  OVERSIGHT,1
10187,F&O  OVERSIGHT  MODIFICATION,1
10188,1  REMEDIAL,1
10189,1  REMEDIAL  OVERSIGHT,1
10190,CONTRACT  REGION  1,1
10191,REGION  1  REMEDIAL,1
10192,ACTIVITIES  ASSESSMENT,1
10193,1  BUSINESS  OVERSIGHT,1
10194,ASSISTANCE  ACTION,1
10195,ASSISTANCE  ACTION  TASK,1
10196,ASSISTANCE  ACTIVITIES,1
10197,ASSISTANCE  ACTIVITIES  ASSESSMENT,1
10198,SITE  TECHNICAL  ASSISTANCE,1
10199,SUPERFUND  SITE  TECHNICAL,1
10200,TECHNICAL  ASSISTANCE  ACTION,1
10201,FUNDING  WORK  TASK,1
10202,FUNDING  AMOUNT  $1000000;,1
10203,$332924.34,1
10204,$332924.34  TASK,1
10205,CONTRACT  REGION  MODIFICATION,1
10206,ADDITIONAL  $332924.34  TASK,1
10207,ADDITIONAL  $332924.34,1
10208,$42399;  B  CEILING,1
10209,$42399;  B,1
10210,SERVICES  MODIFICATION  WORK,1
10211,$42399;,1
10212,ACTIVITIES  FUNDING,1
10213,ACTIVITIES  FUNDING  TASK,1
10214,OVERSIGHT  ACTIVITIES  FUNDING,1
10215,RESPONSE  ACTION  OVERSIGHT,1
10216,ACTION  CONTRACT  INCREMENTAL,1
10217,ACTION  WORK  REGION,1
10218,$3727834.00.  ADDITIONAL  $332924.34,1
10219,$332924.34  TASK  SERVICES,1
10220,TECHNICAL  ASSISTANCE  ACTIVITIES,1
10221,BUSINESS  OVERSIGHT,1
10222,$157462.00;  OPTION  PERIOD,1
10223,$3727834.00.  ADDITIONAL  $395323.34,1
10224,$395323.34,1
10225,POPILE,1
10226,POPILE  SITE,1
10227,POPILE  SITE  TASK,1
10228,ACTION  INCREMENTAL,1
10229,ACTION  INCREMENTAL  FUNDING,1
10230,REMEDIAL  ACTION  INCREMENTAL,1
10231,$1000000;  B  CEILING,1
10232,AMOUNT  $1000000;  B,1
10233,$1000000;  B,1
10234,$1000000;,1
10235,$157462.00.,1
10236,$157462.00.  FUNDS,1
10237,$157462.00.  FUNDS  MODIFICATION,1
10238,$157462.00;,1
10239,$157462.00;  OPTION,1
10240,$395323.34  TASK,1
10241,$395323.34  TASK  SERVICES,1
10242,TACOMA  TASK  ORDER,1
10243,TACOMA  TASK,1
10244,EP-S1-06-03TO#,1
10245,ORDER  INDUSTRIES,1
10246,ORDER  INDUSTRIES  SUPERFUND,1
10247,AMOUNT  $1000000;,1
10248,TASK  ORDER  INDUSTRIES,1
10249,ADDITIONAL  $395323.34  TASK,1
10250,ADDITIONAL  $395323.34,1
10251,ORDER  SITE  RIFS-OS,1
10252,REGION  10  CONTRACT,1
10253,RIFS-OS,1
10254,RIFS-OS  TACOMA,1
10255,RIFS-OS  TACOMA  TASK,1
10256,SITE  RIFS-OS,1
10257,SITE  RIFS-OS  TACOMA,1
10258,TACOMA,1
10259,JERSEY  11,1
10260,CONSTRUCTION  SUPPORT  PROJECT,1
10261,PERIOD  PERFORMANCE  CONTRACT,1
10262,SUPPORT  ANALYSIS  SUPPORT,1
10263,OPTION  PERIOD  $276522.83.,1
10264,PERIOD  $276522.83.,1
10265,PERIOD  $276522.83.  ALL,1
10266,PURPOSE  MODIFICATION  $194800.00,1
10267,PROVIDE  FUNDING  WORK,1
10268,ANALYSIS  SUPPORT  ANALYSIS,1
10269,AWARD  ORDER  $40000.00,1
10270,AWARD  ANALYSIS  SERVICES,1
10271,MODIFICATION  $194800.00,1
10272,EMERGENCY  MANAGEMENT  SUPPORT,1
10273,AWARD  ANALYSIS,1
10274,ANALYSIS  SERVICES  (FRS),1
10275,$29504.06.,1
10276,$29504.06.  PERIOD,1
10277,$29504.06.  PERIOD  PERFORMANCE,1
10278,1  302016,1
10279,MODIFICATION  $194800.00  INCREMENTAL,1
10280,$276522.83.  ALL  TERMS,1
10281,CONSTRUCTION  SUPPORT,1
10282,MODIFICATION  $50000.00  INCREMENTAL,1
10283,SUPPORT  ALL  TERMS,1
10284,CLINS,1
10285,$50000.00  INCREMENTAL  OPTION,1
10286,$78472.83.,1
10287,$78472.83.  ALL,1
10288,$78472.83.  ALL  TERMS,1
10289,MODIFICATION  $50000.00,1
10290,OPTION  PERIOD  $78472.83.,1
10291,$276522.83.  ALL,1
10292,PERIOD  $78472.83.,1
10293,PERIOD  $78472.83.  ALL,1
10294,PURPOSE  MODIFICATION  $50000.00,1
10295,$194800.00,1
10296,$194800.00  INCREMENTAL,1
10297,$194800.00  INCREMENTAL  OPTION,1
10298,$276522.83.,1
10299,1  302016  MODIFICATION,1
10300,302016,1
10301,302016  MODIFICATION,1
10302,BOULEVARD  FLOOR  CHICAGO,1
10303,EXERCISE  CONTRACT  SERVICES,1
10304,OFFICE  BUILDING  BLVD.,1
10305,2345-TETRABROMOPHTHALATE,1
10306,13  TERMS  CONDITIONS,1
10307,SERVICES  MANAGEMENT  SERVICES,1
10308,BOULEVARD,1
10309,BOULEVARD  FLOOR,1
10310,BUILDING  BOULEVARD,1
10311,302016  MODIFICATION  EXERCISE,1
10312,BUILDING  BOULEVARD  FLOOR,1
10313,CHICAGO  WORK,1
10314,CHICAGO  WORK  ORDER,1
10315,FLOOR,1
10316,FLOOR  CHICAGO,1
10317,FLOOR  CHICAGO  WORK,1
10318,OFFICE  BUILDING  BOULEVARD,1
10319,CONTRACT  SERVICES  MANAGEMENT,1
10320,2345-TETRABROMOPHTHALATE  ORDER,1
10321,CHICAGO  MODIFICATION  EXERCISE,1
10322,CHICAGO  MODIFICATION,1
10323,AMOUNT  $29504.06.,1
10324,AMOUNT  $29504.06.  PERIOD,1
10325,ADDITIONAL  EPA  ORDER,1
10326,FUNDING  AMOUNT  $29504.06.,1
10327,PERFORMANCE  PURPOSE,1
10328,PERFORMANCE  PURPOSE  MODIFICATION,1
10329,PERIOD  1  302016,1
10330,PERIOD  AMOUNT  $29504.06.,1
10331,PERIOD  PERFORMANCE  PURPOSE,1
10332,2345-TETRABROMOPHTHALATE  ORDER  EPA,1
10333,BLVD.,1
10334,BLVD.  CHICAGO,1
10335,BLVD.  CHICAGO  MODIFICATION,1
10336,BUILDING  BLVD.,1
10337,BUILDING  BLVD.  CHICAGO,1
10338,PERIOD  $481634.83.  SUPPORT,1
10339,PERIOD  $481634.83.,1
10340,OPTION  PERIOD  $481634.83.,1
10341,EPA  WATER  QUALITY,1
10342,MONITORING  EMPHASIZED  SCIENCE,1
10343,NATIONAL  MONITORING,1
10344,NATIONAL  MONITORING  EMPHASIZED,1
10345,SCIENCE,1
10346,SCIENCE  ENGINEERING,1
10347,SCIENCE  ENGINEERING  BUSINESS,1
10348,EPA  PROVIDE,1
10349,FUNDING  EPA  WATER,1
10350,MODELING  SUPPORT,1
10351,EPA  ORDER  CLINS,1
10352,PROVIDE  FUNDING  EPA,1
10353,PURPOSE  PROVIDE  FUNDING,1
10354,QUALITY  PROGRAM,1
10355,WATER  QUALITY  PROGRAM,1
10356,MAPPING,1
10357,MAPPING  MODELING,1
10358,MONITORING  EMPHASIZED,1
10359,ENGINEERING  BUSINESS  POLICY,1
10360,ENGINEERING  BUSINESS,1
10361,EPA  PROVIDE  CONTRACTOR,1
10362,SERVICES  (FRS),1
10363,PROVIDE  CONTRACTOR  ORDER,1
10364,ORDER  EPA  PROVIDE,1
10365,ORDER  CLINS  $80000.00.,1
10366,ORDER  CLINS,1
10367,ORDER  AWARD  ANALYSIS,1
10368,ORDER  $40000.00  ADDITIONAL,1
10369,GLASS,1
10370,TEFLON,1
10371,TEFLON  GLASS,1
10372,ORDER  $40000.00,1
10373,BUSINESS  POLICY,1
10374,EMPHASIZED,1
10375,EMPHASIZED  SCIENCE,1
10376,EMPHASIZED  SCIENCE  ENGINEERING,1
10377,MAPPING  MODELING  SUPPORT,1
10378,MODELING  SUPPORT  MANAGEMENT,1
10379,MODIFICATION  $192317.00  INCREMENTAL,1
10380,$192317.00,1
10381,AMOUNT  $581818.84,1
10382,AMOUNT  $581818.84  ORDER,1
10383,FUNDING  AMOUNT  $581818.84,1
10384,CONDITIONS  WORK,1
10385,MODIFICATION  CEILING  TASK,1
10386,ORDER  31,1
10387,ORDER  31  ALL,1
10388,$192317.00  INCREMENTAL,1
10389,PURPOSE  MAPPING,1
10390,$192317.00  INCREMENTAL  OPTION,1
10391,$481634.83.,1
10392,$481634.83.  SUPPORT,1
10393,$481634.83.  SUPPORT  ALL,1
10394,CLINS  $80000.00.  TECHNICAL,1
10395,CLINS  $80000.00.,1
10396,MODIFICATION  $192317.00,1
10397,CONDITIONS  WORK  PERIOD,1
10398,$581818.84  ORDER  31,1
10399,$581818.84  ORDER,1
10400,$581818.84,1
10401,PURPOSE  MAPPING  MODELING,1
10402,WATER  IGF::CLCT::IGF,1
10403,ORDER  PROVIDE  DEVELOPMENT,1
10404,$544686.84,1
10405,$544686.84  FUNDING,1
10406,$544686.84  FUNDING  PERIOD,1
10407,MODIFICATION  $544686.84,1
10408,MODIFICATION  $544686.84  FUNDING,1
10409,PURPOSE  MODIFICATION  $544686.84,1
10410,CONTRACTOR  ORDER  AWARD,1
10411,NATIONAL  PROGRAM  PERFORMANCE,1
10412,PERFORMANCE  WORK  13,1
10413,PROGRAM  PERFORMANCE,1
10414,PROGRAM  PERFORMANCE  WORK,1
10415,WORK  13,1
10416,OVERSIGHT  EPA,1
10417,OVERSIGHT  EPA  EDISON,1
10418,PROVIDE  OVERSIGHT  EPA,1
10419,SALEM  JERSEY  SERVICES,1
10420,ASSISTANCE  OVERSIGHT  ACTIVITIES,1
10421,PROVIDE  QUALITY  DATA,1
10422,JERSEY  SERVICES,1
10423,JERSEY  SERVICES  (SOS),1
10424,OVERSIGHT  ACTIVITIES  INDUSTRIES,1
10425,SALEM,1
10426,SALEM  JERSEY,1
10427,SERVICES  (SOS),1
10428,5  SUPERFUND  SITE,1
10429,PROVIDE  MONITORING  SERVICES,1
10430,SITE  SALEM,1
10431,SITE  SALEM  JERSEY,1
10432,SUPERFUND  SITE  SALEM,1
10433,TECHNICAL  ASSISTANCE  OVERSIGHT,1
10434,PROVIDE  ALL  MATERIALS,1
10435,WORK  SERVICES  TECHNICAL,1
10436,ASSISTANCE  OVERSIGHT,1
10437,QUALITY  DATA  ONTARIO,1
10438,ACTIVITIES  INDUSTRIES  SUPERFUND,1
10439,ACTIVITIES  INDUSTRIES,1
10440,MODIFICATION  16  CEILING,1
10441,PURPOSE  MODIFICATION  16,1
10442,NEWARK,1
10443,SITE  NEWARK,1
10444,SUPERFUND  SITE  NEWARK,1
10445,ADDITIONAL  WORK  SUPERFUND,1
10446,SERVICES  STATIONS  QUALITY,1
10447,MODIFICATION  ADDITIONAL  WORK,1
10448,SITE  12,1
10449,SUPERFUND  SITE  12,1
10450,SERVICES  STATIONS,1
10451,ORDER  REMEDIAL  WORK,1
10452,REMEDIAL  WORK,1
10453,SERVICES  MONITORING  PROVIDE,1
10454,(SOS),1
10455,5  SUPERFUND,1
10456,MODIFICATION  5,1
10457,CEILING  SUPERFUND,1
10458,WORK  07,1
10459,CONTRACT  PROVIDE  MONITORING,1
10460,ALL  MATERIALS  SUPPLIES,1
10461,ALL  MATERIALS,1
10462,ORDER  DATA  PURPOSE,1
10463,DATA  PURPOSE  MODIFICATION,1
10464,07,1
10465,AMOUNT  WORK  07,1
10466,ACTIVITIES  SUPPORT  CONTRACT,1
10467,MODIFICATION  5  SUPERFUND,1
10468,ADDITIONAL  ACTIVITIES  SUPPORT,1
10469,CONTRACT  W912DQ-11-D-3004,1
10470,CONTRACT  W912DQ-11-D-3004  COUNTY,1
10471,MODIFICATION  ADDITIONAL  ACTIVITIES,1
10472,DATA  PURPOSE,1
10473,SUPPORT  CONTRACT  W912DQ-11-D-3004,1
10474,W912DQ-11-D-3004  COUNTY,1
10475,DATA  ONTARIO,1
10476,DATA  ONTARIO  PROVIDE,1
10477,ORDER  REMEDIAL  SUPERFUND,1
10478,MATERIALS  SUPPLIES,1
10479,OBLIGATE  WORK  REMEDIAL,1
10480,REMEDIAL  WATER,1
10481,REMEDIAL  WATER  SUPPORT,1
10482,ONTARIO  PROVIDE  ALL,1
10483,ONTARIO  PROVIDE,1
10484,ONTARIO,1
10485,MONITORING  SERVICES  MONITORING,1
10486,SUPPORT  SUPERFUND  SITE,1
10487,MONITORING  SERVICES,1
10488,MONITORING  PROVIDE  QUALITY,1
10489,WATER  SUPPORT  SUPERFUND,1
10490,WORK  REMEDIAL,1
10491,WORK  REMEDIAL  WATER,1
10492,MONITORING  PROVIDE,1
10493,MATERIALS  SUPPLIES  SERVICES,1
10494,MODIFICATION  16,1
10495,16  CEILING  SUPERFUND,1
10496,EPA  NAREL,1
10497,$80000.00.  TECHNICAL  13,1
10498,REVIVAL,1
10499,REVIVAL  CORVALLIS,1
10500,SERVICES  WED,1
10501,SERVICES  WED  CORVALLIS,1
10502,WED,1
10503,WED  CORVALLIS,1
10504,CINCINNATI  CONTRACT,1
10505,SERVICES  EPA  NVFEL,1
10506,PROVIDE  SERVICES  SYSTEM,1
10507,AWBERC  CENTER,1
10508,AWBERC  CENTER  FACILITIES,1
10509,CENTER  FACILITIES,1
10510,CENTER  FACILITIES  CINCINNATI,1
10511,EPA  AWBERC,1
10512,EPA  AWBERC  CENTER,1
10513,FACILITIES  CINCINNATI,1
10514,PROGRAM  REVIVAL  CORVALLIS,1
10515,PROGRAM  REVIVAL,1
10516,REPLACEMENT  B  EPA,1
10517,REPLACEMENT  B,1
10518,EPA  NAREL  MONTGOMERY,1
10519,13  TERMS,1
10520,NAREL,1
10521,NAREL  MONTGOMERY,1
10522,SERVICES  EPA  NAREL,1
10523,EPA  BREEZE,1
10524,SERVICES  EPA  BREEZE,1
10525,(FRS)  2345-TETRABROMOPHTHALATE  ORDER,1
10526,(FRS)  2345-TETRABROMOPHTHALATE,1
10527,(FRS),1
10528,EPA  FACILITY  HILL,1
10529,FACILITY  HILL,1
10530,PROVIDE  REPLACEMENT,1
10531,PROVIDE  REPLACEMENT  B,1
10532,REPLACEMENT,1
10533,SERVICES  EPA  AWBERC,1
10534,SERVICES  SYSTEM  EPA,1
10535,16  CEILING,1
10536,13  MODIFICATION  CEILING,1
10537,SITE  CITY  COUNTY,1
10538,SUPPLIES  SERVICES  STATIONS,1
10539,SUPERFUND  SITE  CITY,1
10540,SUPPLIES  SERVICES,1
10541,12  13,1
10542,12  13  MODIFICATION,1
10543,13  MODIFICATION,1
10544,CEILING  FUNDS,1
10545,SYSTEM  EPA  NVFEL,1
10546,CEILING  FUNDS  SUPERFUND,1
10547,MODIFICATION  12  13,1
10548,MODIFICATION  CEILING  FUNDS,1
10549,CONTRACT  REMEDIAL  SUPERFUND,1
10550,STATIONS  QUALITY,1
10551,STATIONS,1
10552,CONTRACT  REMEDIAL  SITE,1
10553,SITE  CITY,1
10554,CONTRACTOR  10  2015,1
10555,CONTRACTOR  10,1
10556,CITY  COUNTY,1
10557,$80000.00.  TECHNICAL,1
10558,PROVIDE  EPA  NVFEL,1
10559,NATIONAL  ARBOR,1
10560,COMPLEX,1
10561,COMPLEX  NARRAGANSETT,1
10562,NEERL,1
10563,NEERL  COMPLEX,1
10564,NEERL  COMPLEX  NARRAGANSETT,1
10565,10  2015,1
10566,10  2015  ADDITIONAL,1
10567,$40000.00  ADDITIONAL  EPA,1
10568,2015  ADDITIONAL,1
10569,2015  ADDITIONAL  SUPPORT,1
10570,ADDITIONAL  SUPPORT  ACTIVITIES,1
10571,$40000.00  ADDITIONAL,1
10572,$15084.07,1
10573,$15084.07  $50411.63.,1
10574,$35327.56,1
10575,ENVIRONMENTAL  (OSCS),1
10576,CNMI  ASSESSMENT,1
10577,CNMI  ASSESSMENT  RESPONSE,1
10578,COMMERCE,1
10579,COMMERCE  (USCG),1
10580,COMMERCE  (USCG)  HAWAII,1
10581,CONTRACTOR  REGION,1
10582,CONTRACTOR  REGION  REGION,1
10583,ENVIRONMENTAL  (OSCS)  RESPONSE,1
10584,ASSESSMENT  RESPONSE  ASSOCIATED,1
10585,EPA  ACTIVITIES  EPA,1
10586,STRATEGY  PROCESSING  ANALYTICAL,1
10587,EPA  NATIONAL  RESPONSE,1
10588,EPA  SUPPORT  REGION,1
10589,HAWAII,1
10590,HAWAII  SAMOA,1
10591,HAWAII  SAMOA  CNMI,1
10592,CNMI,1
10593,ACTIVITIES  EPA  SUPPORT,1
10594,ADDITIONAL  MODIFICATION,1
10595,(OSCS),1
10596,SERVICES  LLC  CONTRACT,1
10597,SERVICES  SERVICES  LLC,1
10598,ENVIRONMENTAL  SERVICES  CONTRACT,1
10599,OFFICE  SERVICES  ENVIRONMENTAL,1
